Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Right.HipFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Right.HipAbduction.Pos[0],Main.HumanModel.BodyModel.Interface.Right.HipExternalRotation.Pos[0],Main.HumanModel.BodyModel.Interface.Right.KneeFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Right.AnklePlantarFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Right.SubTalarEversion.Pos[0]
  1.620000000000000e+00,  5.194030018524508e-02, -3.386958981546639e-02,  2.399117298689999e-01,  1.475279292376885e-01, -1.122769186759159e-02, -2.210465721139956e-03
  1.630000000000000e+00,  4.451832651204957e-02, -3.696400564110291e-02,  2.414989477058651e-01,  1.469480125419013e-01, -1.715741916484215e-02, -7.210254703652511e-03
  1.640000000000000e+00,  3.705784085705009e-02, -3.990807583498235e-02,  2.428499396413618e-01,  1.462815353885673e-01, -2.308177290069902e-02, -1.182892491836374e-02
  1.650000000000000e+00,  2.958107113858840e-02, -4.268163685861981e-02,  2.439169248528144e-01,  1.455527557679468e-01, -2.895465083833156e-02, -1.599673534714075e-02
  1.660000000000000e+00,  2.210928778505444e-02, -4.526592756101855e-02,  2.446534079633787e-01,  1.447825132242730e-01, -3.473373382987947e-02, -1.964213498728942e-02
  1.670000000000000e+00,  1.466289371434440e-02, -4.764443288504761e-02,  2.450151275129710e-01,  1.439886058271257e-01, -4.038081685025235e-02, -2.269324071066703e-02
  1.680000000000000e+00,  7.261546508888665e-03, -4.980357262229340e-02,  2.449610487477788e-01,  1.431864508603339e-01, -4.586221116282903e-02, -2.507958819214485e-02
  1.690000000000000e+00, -7.571165920651566e-05, -5.173319203300908e-02,  2.444543740427369e-01,  1.423899314757291e-01, -5.114918341796344e-02, -2.673408625366307e-02
  1.700000000000000e+00, -7.330337741581907e-03, -5.342683938301507e-02,  2.434635414220498e-01,  1.416123232272986e-01, -5.621839087520707e-02, -2.759508931127450e-02
  1.710000000000000e+00, -1.448420422472325e-02, -5.488184102807803e-02,  2.419631799278796e-01,  1.408671961139414e-01, -6.105227049479250e-02, -2.760849456708754e-02
  1.720000000000000e+00, -2.151956563312848e-02, -5.609920374152222e-02,  2.399349892081518e-01,  1.401691983355168e-01, -6.563934239889356e-02, -2.672976899610884e-02
  1.730000000000000e+00, -2.841909099060047e-02, -5.708338454235107e-02,  2.373685091395931e-01,  1.395346454790385e-01, -6.997439395816295e-02, -2.492581391544341e-02
  1.740000000000000e+00, -3.516597557737505e-02, -5.784197027243154e-02,  2.342617435775898e-01,  1.389818609878096e-01, -7.405851834301735e-02, -2.217657999480329e-02
  1.750000000000000e+00, -4.174414107047833e-02, -5.838530411775844e-02,  2.306216010322822e-01,  1.385312381600914e-01, -7.789898988462664e-02, -1.847635203599901e-02
  1.760000000000000e+00, -4.813852671109238e-02, -5.872608667457047e-02,  2.264641153250899e-01,  1.382050184387618e-01, -8.150896740123859e-02, -1.383463111994703e-02
  1.770000000000000e+00, -5.433546568505827e-02, -5.887896790331393e-02,  2.218144124608878e-01,  1.380268036176851e-01, -8.490702539550046e-02, -8.276553294934243e-03
  1.780000000000000e+00, -6.032313120545387e-02, -5.886013610318042e-02,  2.167063972695034e-01,  1.380208394362858e-01, -8.811652158817646e-02, -1.842800729033460e-03
  1.790000000000000e+00, -6.609202695703496e-02, -5.868690294723966e-02,  2.111821455433658e-01,  1.382111238958440e-01, -9.116481753030301e-02,  5.411015504892105e-03
  1.800000000000000e+00, -7.163548799811364e-02, -5.837728081894422e-02,  2.052910041917175e-01,  1.386204048707984e-01, -9.408237697364662e-02,  1.341549230710966e-02
  1.810000000000000e+00, -7.695015219970416e-02, -5.794955034337601e-02,  1.990884221292958e-01,  1.392691378168015e-01, -9.690177405785849e-02,  2.208904868640299e-02
  1.820000000000000e+00, -8.203635991736093e-02, -5.742182129884532e-02,  1.926345559733932e-01,  1.401744754053302e-01, -9.965664975491838e-02,  3.133994086815361e-02
  1.830000000000000e+00, -8.689844138108407e-02, -5.681159744224140e-02,  1.859927142308038e-01,  1.413493567950311e-01, -1.023806596778173e-01,  4.106857296767606e-02
  1.840000000000000e+00, -9.154485729791277e-02, -5.613536318076284e-02,  1.792277184108484e-01,  1.428017553644383e-01, -1.051064585434529e-01,  5.116997839156091e-02
  1.850000000000000e+00, -9.598814644166817e-02, -5.540804818535694e-02,  1.724050120726611e-01,  1.445342799423363e-01, -1.078647985204981e-01,  6.153396143848527e-02
  1.860000000000000e+00, -1.002447935354161e-01, -5.464338206272679e-02,  1.655861514827977e-01,  1.465432667480245e-01, -1.106836023321003e-01,  7.205696565694204e-02
  1.870000000000000e+00, -1.043347135919517e-01, -5.385273923483469e-02,  1.588318199865602e-01,  1.488196041000679e-01, -1.135874445311563e-01,  8.263032727804638e-02
  1.880000000000000e+00, -1.082807645322826e-01, -5.304566200739225e-02,  1.521977418845239e-01,  1.513483201221583e-01, -1.165969878413400e-01,  9.315151442848439e-02
  1.890000000000000e+00, -1.121080279324577e-01, -5.222973539415321e-02,  1.457344756155408e-01,  1.541091354734887e-01, -1.197286950169523e-01,  1.035235588963823e-01
  1.900000000000000e+00, -1.158430077378893e-01, -5.141072457884666e-02,  1.394867411064078e-01,  1.570770646123257e-01, -1.229947065285333e-01,  1.136564805635614e-01
  1.910000000000000e+00, -1.195127735252122e-01, -5.059281023143347e-02,  1.334929896479671e-01,  1.602231747702611e-01, -1.264028855548363e-01,  1.234684422713198e-01
  1.920000000000000e+00, -1.231440956770025e-01, -4.977889700297133e-02,  1.277851883361934e-01,  1.635154605088557e-01, -1.299570085315828e-01,  1.328866675574811e-01
  1.930000000000000e+00, -1.267626187012709e-01, -4.897096443824589e-02,  1.223887826590238e-01,  1.669197913686620e-01, -1.336570744339773e-01,  1.418481542144718e-01
  1.940000000000000e+00, -1.303921144128501e-01, -4.817042719117803e-02,  1.173227996728850e-01,  1.704008925372426e-01, -1.374997040044979e-01,  1.503002067074913e-01
  1.950000000000000e+00, -1.340538493844093e-01, -4.737847288532637e-02,  1.126000590408919e-01,  1.739233224692544e-01, -1.414786006908965e-01,  1.582007947176128e-01
  1.960000000000000e+00, -1.377660917645986e-01, -4.659635071802715e-02,  1.082274676962352e-01,  1.774524159007429e-01, -1.455850472787771e-01,  1.655187286890495e-01
  1.970000000000000e+00, -1.415437720347517e-01, -4.582559107241591e-02,  1.042063833153731e-01,  1.809551648823107e-01, -1.498084152125881e-01,  1.722336312724987e-01
  1.980000000000000e+00, -1.453983013292901e-01, -4.506814490720545e-02,  1.005330396208416e-01,  1.844010139483194e-01, -1.541366667871842e-01,  1.783356796533727e-01
  1.990000000000000e+00, -1.493375403148334e-01, -4.432644046142964e-02,  9.719903103921547e-02,  1.877625484942354e-01, -1.585568335217056e-01,  1.838250993956606e-01
  2.000000000000000e+00, -1.533659020872218e-01, -4.360336287206001e-02,  9.419185471925713e-02,  1.910160583354684e-01, -1.630554571364620e-01,  1.887114046927068e-01
  2.010000000000000e+00, -1.574845648666081e-01, -4.290216891824317e-02,  9.149550477826152e-02,  1.941419618266848e-01, -1.676189827245405e-01,  1.930123998693105e-01
  2.020000000000000e+00, -1.616917651586432e-01, -4.222635384277340e-02,  8.909110817876445e-02,  1.971250802235377e-01, -1.722340969616059e-01,  1.967529786270748e-01
  2.030000000000000e+00, -1.659831400105442e-01, -4.157948990995997e-02,  8.695758568067627e-02,  1.999547572154957e-01, -1.768880073355614e-01,  1.999637765981593e-01
  2.040000000000000e+00, -1.703520882775847e-01, -4.096505709658937e-02,  8.507231671982024e-02,  2.026248245662177e-01, -1.815686612038786e-01,  2.026797457503213e-01
  2.050000000000000e+00, -1.747901252033586e-01, -4.038628531093513e-02,  8.341178530111390e-02,  2.051334210799836e-01, -1.862649057109821e-01,  2.049387238413804e-01
  2.060000000000000e+00, -1.792872117447297e-01, -3.984602505598112e-02,  8.195218564087728e-02,  2.074826781088647e-01, -1.909665911611537e-01,  2.067800680386812e-01
  2.070000000000000e+00, -1.838320490891910e-01, -3.934665974643092e-02,  8.066997103482122e-02,  2.096782899256752e-01, -1.956646213112721e-01,  2.082434100446473e-01
  2.080000000000000e+00, -1.884123385602628e-01, -3.889006816081064e-02,  7.954233608503682e-02,  2.117289911735733e-01, -2.003509544912186e-01,  2.093675729832318e-01
  2.090000000000000e+00, -1.930150161014593e-01, -3.847764003741982e-02,  7.854762940038788e-02,  2.136459660578900e-01, -2.050185596889076e-01,  2.101896709376019e-01
  2.100000000000000e+00, -1.976264773906561e-01, -3.811034195746910e-02,  7.766569955365327e-02,  2.154422150394238e-01, -2.096613320561088e-01,  2.107443935972675e-01
  2.110000000000000e+00, -2.022328131072091e-01, -3.778882486030799e-02,  7.687818025359459e-02,  2.171319047413177e-01, -2.142739728927818e-01,  2.110634636521168e-01
  2.120000000000000e+00, -2.068200731359304e-01, -3.751355939994694e-02,  7.616872088972636e-02,  2.187297259075580e-01, -2.188518401704570e-01,  2.111752451808803e-01
  2.130000000000000e+00, -2.113745734268277e-01, -3.728498153282866e-02,  7.552316616056935e-02,  2.202502828444700e-01, -2.233907771049461e-01,  2.111044779821796e-01
  2.140000000000000e+00, -2.158832504149736e-01, -3.710362880251727e-02,  7.492968446888132e-02,  2.217075359491987e-01, -2.278869279876270e-01,  2.108721149284068e-01
  2.150000000000000e+00, -2.203340567715583e-01, -3.697024815686945e-02,  7.437884056012792e-02,  2.231143166801235e-01, -2.323365522097413e-01,  2.104952453520772e-01
  2.160000000000000e+00, -2.247166448466247e-01, -3.688586720576281e-02,  7.386387272762580e-02,  2.244818298076485e-01, -2.367358767683835e-01,  2.099868998693678e-01
  2.170000000000000e+00, -2.290217200773087e-01, -3.685175567590049e-02,  7.337958061827966e-02,  2.258197614243654e-01, -2.410808322650518e-01,  2.093568640564517e-01
  2.180000000000000e+00, -2.332430155783677e-01, -3.686945527345054e-02,  7.292372770373201e-02,  2.271354976516016e-01, -2.453671019821227e-01,  2.086107854843668e-01
  2.190000000000000e+00, -2.373765269654985e-01, -3.694059766266866e-02,  7.249581762444712e-02,  2.284344482043547e-01, -2.495899414558963e-01,  2.077510512947437e-01
  2.200000000000000e+00, -2.414209770149339e-01, -3.706675881158006e-02,  7.209704647941508e-02,  2.297199878797558e-01, -2.537441862783913e-01,  2.067769498199358e-01
  2.210000000000000e+00, -2.453778843979304e-01, -3.724925726604633e-02,  7.172994841419925e-02,  2.309935967558572e-01, -2.578242882581769e-01,  2.056850559325716e-01
  2.220000000000000e+00, -2.492514923475250e-01, -3.748893442649859e-02,  7.139799860528059e-02,  2.322550863022205e-01, -2.618244040739484e-01,  2.044696800846592e-01
  2.230000000000000e+00, -2.530485588675480e-01, -3.778593727639179e-02,  7.110519795678594e-02,  2.335028914388585e-01, -2.657385287975752e-01,  2.031233626118708e-01
  2.240000000000000e+00, -2.567780228359957e-01, -3.813952390280506e-02,  7.085566651898192e-02,  2.347344049991180e-01, -2.695606620699793e-01,  2.016373897885874e-01
  2.250000000000000e+00, -2.604505710481461e-01, -3.854791003512381e-02,  7.065327228561724e-02,  2.359463291867656e-01, -2.732849911918786e-01,  2.000023057094356e-01
  2.260000000000000e+00, -2.640781387069380e-01, -3.900817097869869e-02,  7.050131848365619e-02,  2.371350186754564e-01, -2.769060733929510e-01,  1.982083949002765e-01
  2.270000000000000e+00, -2.676733794245182e-01, -3.951620811385226e-02,  7.040230607687623e-02,  2.382967919950392e-01, -2.804189993156397e-01,  1.962461145604100e-01
  2.280000000000000e+00, -2.712491404724856e-01, -4.006678306602218e-02,  7.035777975584047e-02,  2.394281916404143e-01, -2.838195214016306e-01,  1.941064617868098e-01
  2.290000000000000e+00, -2.748179751445718e-01, -4.065361628117237e-02,  7.036825633714809e-02,  2.405261785808187e-01, -2.871041341746264e-01,  1.917812688815368e-01
  2.300000000000000e+00, -2.783917175147320e-01, -4.126954063746258e-02,  7.043322559842057e-02,  2.415882530849941e-01, -2.902700980427472e-01,  1.892634275332577e-01
  2.310000000000000e+00, -2.819811367284341e-01, -4.190669545265013e-02,  7.055120649401543e-02,  2.426125003750277e-01, -2.933154035606238e-01,  1.865470490066565e-01
  2.320000000000000e+00, -2.855956795980030e-01, -4.255674236579865e-02,  7.071983759668728e-02,  2.435975659448912e-01, -2.962386784489168e-01,  1.836275713410457e-01
  2.330000000000000e+00, -2.892433027115111e-01, -4.321108245456462e-02,  7.093598020994654e-02,  2.445425708640870e-01, -2.990390443523785e-01,  1.805018253749431e-01
  2.340000000000000e+00, -2.929303893393066e-01, -4.386105386530481e-02,  7.119581600950620e-02,  2.454469816270136e-01, -3.017159338074499e-01,  1.771680692159305e-01
  2.350000000000000e+00, -2.966617425147428e-01, -4.449809118138037e-02,  7.149492763555954e-02,  2.463104518535395e-01, -3.042688797972083e-01,  1.736259963302772e-01
  2.360000000000000e+00, -3.004406437067981e-01, -4.511383156145410e-02,  7.182835913406876e-02,  2.471326543504820e-01, -3.066972904562497e-01,  1.698767170884452e-01
  2.370000000000000e+00, -3.042689660264102e-01, -4.570015788358095e-02,  7.219066186853028e-02,  2.479131218691600e-01, -3.090002201247793e-01,  1.659227088567781e-01
  2.380000000000000e+00, -3.081473311711091e-01, -4.624917503669601e-02,  7.257593873584066e-02,  2.486511135922247e-01, -3.111761454149823e-01,  1.617677269356596e-01
  2.390000000000000e+00, -3.120752995605991e-01, -4.675312134793552e-02,  7.297790371806072e-02,  2.493455222628601e-01, -3.132227518249188e-01,  1.574166687299593e-01
  2.400000000000000e+00, -3.160515827369682e-01, -4.720422223414578e-02,  7.338997409743009e-02,  2.499948342174012e-01, -3.151367333105844e-01,  1.528753867994469e-01
  2.410000000000000e+00, -3.200742659214843e-01, -4.759449702321250e-02,  7.380540898764536e-02,  2.505971516682226e-01, -3.169136047304930e-01,  1.481504523167446e-01
  2.420000000000000e+00, -3.241410267334154e-01, -4.791553226518386e-02,  7.421750088652181e-02,  2.511502835866126e-01, -3.185475256339673e-01,  1.432488778136350e-01
  2.430000000000000e+00, -3.282493338934526e-01, -4.815823584251944e-02,  7.461981805601989e-02,  2.516519085415278e-01, -3.200311336477765e-01,  1.381778153504284e-01
  2.440000000000000e+00, -3.323966078400006e-01, -4.831258619864132e-02,  7.500648634178408e-02,  2.520998098402302e-01, -3.213553865627471e-01,  1.329442517992395e-01
  2.450000000000000e+00, -3.365803243185205e-01, -4.836739060066386e-02,  7.537249121671920e-02,  2.524921802422395e-01, -3.225094137804220e-01,  1.275547253591260e-01
  2.460000000000000e+00, -3.407980426893359e-01, -4.831006608965738e-02,  7.571397570338263e-02,  2.528279903079717e-01, -3.234803795266287e-01,  1.220150860599729e-01
  2.470000000000000e+00, -3.450473433569914e-01, -4.812645706016760e-02,  7.602850818049318e-02,  2.531074110514535e-01, -3.242533616857770e-01,  1.163303178958479e-01
  2.480000000000000e+00, -3.493256634550050e-01, -4.780070434366546e-02,  7.631529602340148e-02,  2.533322779738247e-01, -3.248112508682438e-01,  1.105044321192770e-01
  2.490000000000000e+00, -3.536300265991758e-01, -4.731518197532925e-02,  7.657532606492203e-02,  2.535065798537059e-01, -3.251346742825100e-01,  1.045404313849223e-01
  2.500000000000000e+00, -3.579566707862067e-01, -4.665051892740024e-02,  7.681142000720502e-02,  2.536369520470451e-01, -3.252019482726548e-01,  9.844033453430420e-02
  2.510000000000000e+00, -3.623005877506917e-01, -4.578572324956642e-02,  7.702820085213846e-02,  2.537331507957510e-01, -3.249890623371501e-01,  9.220524367654265e-02
  2.520000000000000e+00, -3.666549965345880e-01, -4.469842452303396e-02,  7.723197373411562e-02,  2.538084825759766e-01, -3.244696965147446e-01,  8.583543033774223e-02
  2.530000000000000e+00, -3.710107827062975e-01, -4.336524674298103e-02,  7.743053006917011e-02,  2.538801613109725e-01, -3.236152736421447e-01,  7.933041691356468e-02
  2.540000000000000e+00, -3.753559416874222e-01, -4.176231744049486e-02,  7.763288700321407e-02,  2.539695667788947e-01, -3.223950484551215e-01,  7.268903380426445e-02
  2.550000000000000e+00, -3.796750691709941e-01, -3.986591018125951e-02,  7.784897471150534e-02,  2.541023800906652e-01, -3.207762368743163e-01,  6.590944106481018e-02
  2.560000000000000e+00, -3.839489430735668e-01, -3.765320702530062e-02,  7.808928276320272e-02,  2.543085768684871e-01, -3.187241909014830e-01,  5.898911492177578e-02
  2.570000000000000e+00, -3.881542394284356e-01, -3.510315596563118e-02,  7.836447455803343e-02,  2.546222656951259e-01, -3.162026269860506e-01,  5.192481248997786e-02
  2.580000000000000e+00, -3.922634190109359e-01, -3.219738691190543e-02,  7.868497701238168e-02,  2.550813682732495e-01, -3.131739180286450e-01,  4.471254047295974e-02
  2.590000000000000e+00, -3.962448123485950e-01, -2.892113976734567e-02,  7.906055231822096e-02,  2.557271480343952e-01, -3.095994608461562e-01,  3.734756365575607e-02
  2.600000000000000e+00, -4.000629184709207e-01, -2.526415094611578e-02,  7.949986037901199e-02,  2.566036049473866e-01, -3.054401314921142e-01,  2.982449501544905e-02
  2.610000000000000e+00, -4.036789180884099e-01, -2.122144153746919e-02,  8.001002450707118e-02,  2.577567651004704e-01, -3.006568399585396e-01,  2.213751008816070e-02
  2.620000000000000e+00, -4.070513858015133e-01, -1.679395227448399e-02,  8.059621857185581e-02,  2.592339032274381e-01, -2.952111933618699e-01,  1.428072335608541e-02
  2.630000000000000e+00, -4.101371695772908e-01, -1.198897798481480e-02,  8.126129984507019e-02,  2.610827436443625e-01, -2.890662726635854e-01,  6.248753828033858e-03
  2.640000000000000e+00, -4.128923903746176e-01, -6.820367108363534e-03,  8.200551673506611e-02,  2.633506890393301e-01, -2.821875224578654e-01, -1.962508515105976e-03
  2.650000000000000e+00, -4.152735021219684e-01, -1.308468992230694e-03,  8.282632289192714e-02,  2.660841263684705e-01, -2.745437465599435e-01, -1.035494300156865e-02
  2.660000000000000e+00, -4.172383439349528e-01,  4.520168908305866e-03,  8.371832751828751e-02,  2.693278541434538e-01, -2.661081943718324e-01, -1.892707412213405e-02
  2.670000000000000e+00, -4.187471141212902e-01,  1.063333259496457e-02,  8.467340541605453e-02,  2.731246654076824e-01, -2.568597146289802e-01, -2.767283303812468e-02
  2.680000000000000e+00, -4.197632004502682e-01,  1.699386418365267e-02,  8.568097940913903e-02,  2.775151059368436e-01, -2.467839445586859e-01, -3.658027387143556e-02
  2.690000000000000e+00, -4.202538138781343e-01,  2.356052656403684e-02,  8.672847322488572e-02,  2.825374084509475e-01, -2.358744943514564e-01, -4.563032854755810e-02
  2.700000000000000e+00, -4.201903927483016e-01,  3.028895591279501e-02,  8.780191622602695e-02,  2.882275823123625e-01, -2.241340798206519e-01, -5.479569231323202e-02
  2.710000000000000e+00, -4.195487696470876e-01,  3.713264914510295e-02,  8.888666456066822e-02,  2.946196163223869e-01, -2.115755512728383e-01, -6.403993255548621e-02
  2.720000000000000e+00, -4.183091202874062e-01,  4.404394026725811e-02,  8.996818842870524e-02,  3.017457322883998e-01, -1.982227649924553e-01, -7.331690542892592e-02
  2.730000000000000e+00, -4.164557392821843e-01,  5.097493018301913e-02,  9.103286427092563e-02,  3.096366116981336e-01, -1.841112463718649e-01, -8.257054827590342e-02
  2.740000000000000e+00, -4.139767076325429e-01,  5.787834671497039e-02,  9.206870540819632e-02,  3.183215095314456e-01, -1.692886011933006e-01, -9.173509229310646e-02
  2.750000000000000e+00, -4.108635282958434e-01,  6.470832319408060e-02,  9.306596624029419e-02,  3.278281698874279e-01, -1.538146436801814e-01, -1.007357121738374e-01
  2.760000000000000e+00, -4.071108077144434e-01,  7.142109301389254e-02,  9.401756420510414e-02,  3.381824687252695e-01, -1.377612256076740e-01, -1.094896013579298e-01
  2.770000000000000e+00, -4.027160526838695e-01,  7.797560267570613e-02,  9.491928021846739e-02,  3.494077295247776e-01, -1.212117681138754e-01, -1.179074371757217e-01
  2.780000000000000e+00, -3.976796347829274e-01,  8.433404664727973e-02,  9.576972125835484e-02,  3.615236870275561e-01, -1.042605142680506e-01, -1.258951830581072e-01
  2.790000000000000e+00, -3.920049511016223e-01,  9.046232423546541e-02,  9.657005596478138e-02,  3.745451102187898e-01, -8.701153371560551e-02, -1.333561664831669e-01
  2.800000000000000e+00, -3.856987828243261e-01,  9.633041312188473e-02,  9.732356237921032e-02,  3.884801355142808e-01, -6.957751894919084e-02, -1.401933704315029e-01
  2.810000000000000e+00, -3.787718250321185e-01,  1.019126483329056e-01,  9.803505218818401e-02,  4.033284011172159e-01, -5.207841536820353e-02, -1.463118791633000e-01
  2.820000000000000e+00, -3.712393344024226e-01,  1.071878915937048e-01,  9.871025363309369e-02,  4.190791095692468e-01, -3.463992497642986e-02, -1.516214208378525e-01
  2.830000000000000e+00, -3.631218185602996e-01,  1.121395763138950e-01,  9.935524157551390e-02,  4.357091732904338e-01, -1.739191791224649e-02, -1.560389447348063e-01
  2.840000000000000e+00, -3.544456737890963e-01,  1.167556189263790e-01,  9.997599541535827e-02,  4.531816129989145e-01, -4.667791719010860e-04, -1.594911566009172e-01
  2.850000000000000e+00, -3.452436689816294e-01,  1.210281976374072e-01,  1.005781433629308e-01,  4.714443774556463e-01,  1.600228806789152e-02, -1.619169127791736e-01
  2.860000000000000e+00, -3.355551755310957e-01,  1.249534131021341e-01,  1.011669176522911e-01,  4.904297325934939e-01,  3.188298486647727e-02, -1.632693475961866e-01
  2.870000000000000e+00, -3.254260572304097e-01,  1.285308591650618e-01,  1.017473053414518e-01,  5.100543286045753e-01,  4.704564792155735e-02, -1.635175878425675e-01
  2.880000000000000e+00, -3.149081618234307e-01,  1.317631422204797e-01,  1.023243412259853e-01,  5.302199978105721e-01,  6.136497136813070e-02, -1.626479031306472e-01
  2.890000000000000e+00, -3.040583952083661e-01,  1.346553921946350e-01,  1.029034613924266e-01,  5.508152704186019e-01,  7.472169667759532e-02, -1.606641594801743e-01
  2.900000000000000e+00, -2.929374066468726e-01,  1.372148052248185e-01,  1.034908245999824e-01,  5.717175280066231e-01,  8.700424360975229e-02, -1.575874886571478e-01
  2.910000000000000e+00, -2.816079622065039e-01,  1.394502484171811e-01,  1.040935168580405e-01,  5.927956556629363e-01,  9.811025072344508e-02, -1.534551539159822e-01
  2.920000000000000e+00, -2.701331263779373e-01,  1.413719429115152e-01,  1.047195803282404e-01,  6.139130117029813e-01,  1.079479909037340e-01, -1.483186737991595e-01
  2.930000000000000e+00, -2.585744007843594e-01,  1.429912261936570e-01,  1.053778447279514e-01,  6.349305146105874e-01,  1.164376268404992e-01, -1.422413454297582e-01
  2.940000000000000e+00, -2.469899785291719e-01,  1.443203814489002e-01,  1.060775789254409e-01,  6.557096519619597e-01,  1.235122742245008e-01, -1.352953726990464e-01
  2.950000000000000e+00, -2.354332609356375e-01,  1.453725131133039e-01,  1.068280135677540e-01,  6.761152427276781e-01,  1.291188468653874e-01, -1.275588416105219e-01
  2.960000000000000e+00, -2.239517519499789e-01,  1.461614446898520e-01,  1.076378058691144e-01,  6.960178266125158e-01,  1.332186677673394e-01, -1.191127892351705e-01
  2.970000000000000e+00, -2.125863998381164e-01,  1.467016169224615e-01,  1.085145223450848e-01,  7.152956038514822e-01,  1.357878423167339e-01, -1.100385854000484e-01
  2.980000000000000e+00, -2.013714034660655e-01,  1.470079701162890e-01,  1.094642054783310e-01,  7.338358984830367e-01,  1.368174026407311e-01, -1.004157940415604e-01
  2.990000000000000e+00, -1.903344494265133e-01,  1.470958018543584e-01,  1.104910701541787e-01,  7.515361612001409e-01,  1.363132439227674e-01, -9.032061435037755e-02
  3.000000000000000e+00, -1.794973034592923e-01,  1.469805988156976e-01,  1.115973507553477e-01,  7.683045604314650e-01,  1.342958820586110e-01, -7.982493151067405e-02
  3.010000000000000e+00, -1.688766497482054e-01,  1.466778475440267e-01,  1.127832955565012e-01,  7.840602308541319e-01,  1.308000658152972e-01, -6.899594251251247e-02
  3.020000000000000e+00, -1.584850570980681e-01,  1.462028331663792e-01,  1.140472857850090e-01,  7.987332574813875e-01,  1.258742744499644e-01, -5.789627095401312e-02
  3.030000000000000e+00, -1.483319517566558e-01,  1.455704371117179e-01,  1.153860448679784e-01,  8.122644724977964e-01,  1.195801232973142e-01, -4.658444954605505e-02
  3.040000000000000e+00, -1.384244907709048e-01,  1.447949450948733e-01,  1.167948995865438e-01,  8.246051336968842e-01,  1.119916859438077e-01, -3.511563067134615e-02
  3.050000000000000e+00, -1.287682541844387e-01,  1.438898754707871e-01,  1.182680581381390e-01,  8.357165400554476e-01,  1.031947243620781e-01, -2.354238251021229e-02
  3.060000000000000e+00, -1.193677050837598e-01,  1.428678360266227e-01,  1.197988784601155e-01,  8.455696241270959e-01,  9.328580096118529e-02, -1.191543840077519e-02
  3.070000000000000e+00, -1.102263994916020e-01,  1.417404147998207e-01,  1.213801110754076e-01,  8.541445444356850e-01,  8.237123287592669e-02, -2.842876182661386e-04
  3.080000000000000e+00, -1.013469596427390e-01,  1.405181079116637e-01,  1.230041116435181e-01,  8.614302854658528e-01,  7.056584299895476e-02,  1.130247578246619e-02
  3.090000000000000e+00, -9.273085091382904e-02,  1.392102848768646e-01,  1.246630272282288e-01,  8.674242595733120e-01,  5.799146725855824e-02,  2.279709534912486e-02
  3.100000000000000e+00, -8.437802227281353e-02,  1.378251895397686e-01,  1.263489656363165e-01,  8.721318950799782e-01,  4.477519493996650e-02,  3.415289755927718e-02
  3.110000000000000e+00, -7.628648100186085e-02,  1.363699728241152e-01,  1.280541585610111e-01,  8.755661888714267e-01,  3.104734724499707e-02,  4.532481363139373e-02
  3.120000000000000e+00, -6.845187441982051e-02,  1.348507520272120e-01,  1.297711269991231e-01,  8.777472003116753e-01,  1.693923529375673e-02,  5.627011569300376e-02
  3.130000000000000e+00, -6.086704795712335e-02,  1.332728248585897e-01,  1.314929838813861e-01,  8.787016039575070e-01,  2.580558113443291e-03,  6.694918929693137e-02
  3.140000000000000e+00, -5.352218023479122e-02,  1.316402449120835e-01,  1.332130867031130e-01,  8.784614637571682e-01, -1.190211569285659e-02,  7.732669824562782e-02
  3.150000000000000e+00, -4.640425149250581e-02,  1.299566714720828e-01,  1.349259863784035e-01,  8.770642816235213e-01, -2.638903775819383e-02,  8.737200416145627e-02
  3.160000000000000e+00, -3.949745090452116e-02,  1.282249931156292e-01,  1.366270665959884e-01,  8.745515901200677e-01, -4.076840427340655e-02,  9.705990986951656e-02
  3.170000000000000e+00, -3.278341819791791e-02,  1.264475435792165e-01,  1.383127969185837e-01,  8.709681585832526e-01, -5.493830588568680e-02,  1.063709171699475e-01
  3.180000000000000e+00, -2.624170787221115e-02,  1.246261957233190e-01,  1.399808168140269e-01,  8.663610192137707e-01, -6.880797315131156e-02,  1.152911876375660e-01
  3.190000000000000e+00, -1.985038410953085e-02,  1.227624458144931e-01,  1.416299699399024e-01,  8.607784818617418e-01, -8.229850797087102e-02,  1.238121793369032e-01
  3.200000000000000e+00, -1.358670855938954e-02,  1.208574860884613e-01,  1.432602851333237e-01,  8.542691712033749e-01, -9.534309354174260e-02,  1.319300012933972e-01
  3.210000000000000e+00, -7.427879455978280e-03,  1.189122648744985e-01,  1.448729061492553e-01,  8.468811184737182e-01, -1.078867198867868e-01,  1.396445612311409e-01
  3.220000000000000e+00, -1.351780482947787e-03,  1.169275351039449e-01,  1.464699775366682e-01,  8.386609358711777e-01, -1.198854986800213e-01,  1.469586033263014e-01
  3.230000000000000e+00,  4.662299382340454e-03,  1.149038938279237e-01,  1.480544983653213e-01,  8.296530964440019e-01, -1.313056656755265e-01,  1.538767387338643e-01
  3.240000000000000e+00,  1.063300915755565e-02,  1.128418172648544e-01,  1.496301582669913e-01,  8.198993367967636e-01, -1.421223801241056e-01,  1.604045626502242e-01
