Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Left.HipFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Left.HipAbduction.Pos[0],Main.HumanModel.BodyModel.Interface.Left.HipExternalRotation.Pos[0],Main.HumanModel.BodyModel.Interface.Left.KneeFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Left.AnklePlantarFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Left.SubTalarEversion.Pos[0]
  4.800000000000000e-01, -2.539007508001529e-02, -4.271731167001014e-02,  2.122738772693969e-01,  5.913327198800018e-02, -2.800780177762393e-02,  2.013163581480031e-01
  4.900000000000000e-01, -3.034969303017888e-02, -4.397239258587238e-02,  2.109209551435771e-01,  6.049748277870606e-02, -3.325804620963401e-02,  2.012720819788958e-01
  5.000000000000000e-01, -3.539709615837998e-02, -4.505523042884940e-02,  2.094952843628312e-01,  6.180627426253937e-02, -3.840113142690473e-02,  2.012285623821778e-01
  5.100000000000000e-01, -4.053574903387565e-02, -4.598116361449578e-02,  2.080180860095941e-01,  6.304904609768207e-02, -4.343756121948805e-02,  2.011678313088714e-01
  5.200000000000000e-01, -4.576601812921343e-02, -4.676564273784822e-02,  2.065093964891379e-01,  6.421873046880018e-02, -4.836935168218833e-02,  2.010714085660293e-01
  5.300000000000000e-01, -5.108502843742237e-02, -4.742376653352065e-02,  2.049869716780065e-01,  6.531196652349218e-02, -5.319970081233398e-02,  2.009218292046137e-01
  5.400000000000000e-01, -5.648682077424747e-02, -4.796957452029682e-02,  2.034674611206678e-01,  6.632890730628875e-02, -5.793255848814981e-02,  2.007006481749054e-01
  5.500000000000000e-01, -6.196244196090650e-02, -4.841612328194622e-02,  2.019635419773849e-01,  6.727326832612199e-02, -6.257250052860966e-02,  2.003933031575192e-01
  5.600000000000001e-01, -6.750038083858793e-02, -4.877501636338821e-02,  2.004854440456075e-01,  6.815182732489683e-02, -6.712436562992689e-02,  1.999869777111128e-01
  5.700000000000001e-01, -7.308704421090567e-02, -4.905636853952555e-02,  1.990405388373742e-01,  6.897399883042031e-02, -7.159308207649748e-02,  1.994717945792553e-01
  5.800000000000001e-01, -7.870733525917370e-02, -4.926880178413229e-02,  1.976334983523989e-01,  6.975127056958456e-02, -7.598351003427291e-02,  1.988411988129185e-01
  5.900000000000001e-01, -8.434528136273835e-02, -4.941951959982016e-02,  1.962665776757654e-01,  7.049657589892806e-02, -8.030032981676093e-02,  1.980922053188851e-01
  6.000000000000000e-01, -8.998466924745621e-02, -4.951444005021810e-02,  1.949399929156920e-01,  7.122364028166465e-02, -8.454797552301928e-02,  1.972255013989559e-01
  6.100000000000001e-01, -9.560964652294571e-02, -4.955836802246893e-02,  1.936523651148156e-01,  7.194634146643233e-02, -8.873061251571229e-02,  1.962453970988316e-01
  6.200000000000001e-01, -1.012052534137297e-01, -4.955518915186108e-02,  1.924012008763858e-01,  7.267812167878773e-02, -9.285215567898372e-02,  1.951596205637076e-01
  6.300000000000000e-01, -1.067578563371105e-01, -4.950807079127539e-02,  1.911833808720801e-01,  7.343148563942870e-02, -9.691632316070173e-02,  1.939789624573812e-01
  6.400000000000000e-01, -1.122554650757326e-01, -4.941965871767318e-02,  1.899956278239293e-01,  7.421761073142076e-02, -1.009267175226358e-01,  1.927167828202810e-01
  6.500000000000001e-01, -1.176879265788714e-01, -4.929226135455211e-02,  1.888349261157188e-01,  7.504608568966355e-02, -1.048869233725271e-01,  1.913884048306054e-01
  6.600000000000000e-01, -1.230469997421380e-01, -4.912801576000447e-02,  1.876988663761059e-01,  7.592478263199888e-02, -1.088006082536954e-01,  1.900104314995488e-01
  6.700000000000000e-01, -1.283263258156146e-01, -4.892903132848070e-02,  1.865858908370197e-01,  7.685985527027370e-02, -1.126716125181510e-01,  1.886000315633635e-01
  6.800000000000000e-01, -1.335213173068810e-01, -4.869750812884099e-02,  1.854954197475752e-01,  7.785584509708497e-02, -1.165040146300565e-01,  1.871742476615620e-01
  6.900000000000001e-01, -1.386289934942888e-01, -4.843582726158835e-02,  1.844278461169220e-01,  7.891586853474361e-02, -1.203021610289863e-01,  1.857493814010405e-01
  7.000000000000001e-01, -1.436477923045663e-01, -4.814661085882266e-02,  1.833843956830191e-01,  8.004185254914563e-02, -1.240706540979845e-01,  1.843405046913153e-01
  7.100000000000001e-01, -1.485773859762337e-01, -4.783274970075890e-02,  1.823668609370339e-01,  8.123478484438147e-02, -1.278142973225409e-01,  1.829611342355317e-01
  7.200000000000000e-01, -1.534185217322933e-01, -4.749739719866186e-02,  1.813772313562778e-01,  8.249494769120772e-02, -1.315380025500855e-01,  1.816230869811170e-01
  7.300000000000001e-01, -1.581728993652679e-01, -4.714392987826366e-02,  1.804172551942871e-01,  8.382211121869841e-02, -1.352466693715068e-01,  1.803365108583466e-01
  7.400000000000001e-01, -1.628430864548541e-01, -4.677587652984405e-02,  1.794879791724426e-01,  8.521567156422265e-02, -1.389450502485849e-01,  1.791100607523984e-01
  7.500000000000000e-01, -1.674324606961597e-01, -4.639682071526341e-02,  1.785893191654077e-01,  8.667473004594645e-02, -1.426376165578808e-01,  1.779511685339259e-01
  7.600000000000000e-01, -1.719451596131897e-01, -4.601028399436458e-02,  1.777197156258341e-01,  8.819811972430486e-02, -1.463284401444721e-01,  1.768663422102159e-01
  7.700000000000001e-01, -1.763860126519772e-01, -4.561959958952100e-02,  1.768759209460344e-01,  8.978439365314424e-02, -1.500211024531967e-01,  1.758614259975881e-01
  7.800000000000000e-01, -1.807604307028261e-01, -4.522778778400749e-02,  1.760529523083148e-01,  9.143179356143817e-02, -1.537186393402989e-01,  1.749417615579880e-01
  7.900000000000000e-01, -1.850742338341231e-01, -4.483744479973373e-02,  1.752442243599584e-01,  9.313821812635682e-02, -1.574235248568606e-01,  1.741122096410441e-01
  8.000000000000000e-01, -1.893334086939860e-01, -4.445065606595899e-02,  1.744418539106084e-01,  9.490120673103404e-02, -1.611376923727906e-01,  1.733770176346552e-01
  8.100000000000001e-01, -1.935438007240393e-01, -4.406894275614448e-02,  1.736371071869870e-01,  9.671794864433991e-02, -1.648625870149107e-01,  1.727395473779725e-01
  8.200000000000001e-01, -1.977107604609123e-01, -4.369324748442094e-02,  1.728209424724984e-01,  9.858532038612497e-02, -1.685992401246725e-01,  1.722019038183252e-01
  8.300000000000001e-01, -2.018387749030498e-01, -4.332396148365358e-02,  1.719845900075586e-01,  1.004999471967388e-01, -1.723483546816541e-01,  1.717645240131171e-01
  8.400000000000001e-01, -2.059311217153524e-01, -4.296099187952485e-02,  1.711201084342633e-01,  1.024582793442291e-01, -1.761103905352584e-01,  1.714257943963147e-01
  8.500000000000001e-01, -2.099895845299418e-01, -4.260386426000817e-02,  1.702208629755994e-01,  1.044566713412175e-01, -1.798856397069518e-01,  1.711817610294381e-01
  8.600000000000001e-01, -2.140142618212206e-01, -4.225185296088174e-02,  1.692818835813005e-01,  1.064914522426941e-01, -1.836742846327472e-01,  1.710259837945093e-01
  8.700000000000000e-01, -2.180034911381364e-01, -4.190412961137380e-02,  1.683000789144544e-01,  1.085589775679942e-01, -1.874764354342713e-01,  1.709495641813169e-01
  8.800000000000001e-01, -2.219538973093342e-01, -4.155991960067174e-02,  1.672743011541893e-01,  1.106556571395029e-01, -1.912921455616484e-01,  1.709413516991108e-01
  8.900000000000001e-01, -2.258605601785596e-01, -4.121865614883302e-02,  1.662052741263072e-01,  1.127779572087152e-01, -1.951214078565042e-01,  1.709883103527079e-01
  9.000000000000000e-01, -2.297172867036656e-01, -4.088012241380379e-02,  1.650954108474787e-01,  1.149223787511688e-01, -1.989641348884007e-01,  1.710760076454943e-01
  9.100000000000000e-01, -2.335169650511667e-01, -4.054457334202355e-02,  1.639485547935924e-01,  1.170854161344296e-01, -2.028201280772012e-01,  1.711891764613570e-01
  9.200000000000002e-01, -2.372519748510840e-01, -4.021283050560287e-02,  1.627696818500617e-01,  1.192635014260330e-01, -2.066890398247020e-01,  1.713122955814057e-01
  9.300000000000000e-01, -2.409146272844102e-01, -3.988634485280773e-02,  1.615645977316517e-01,  1.214529396279921e-01, -2.105703317309481e-01,  1.714301367149883e-01
  9.400000000000001e-01, -2.444976103419938e-01, -3.956722384273426e-02,  1.603396598361274e-01,  1.236498395566818e-01, -2.144632307688945e-01,  1.715282335878430e-01
  9.500000000000001e-01, -2.479944171251265e-01, -3.925822107328947e-02,  1.591015445432675e-01,  1.258500442792258e-01, -2.183666838661024e-01,  1.715932397524330e-01
  9.600000000000001e-01, -2.513997380239243e-01, -3.896268790648216e-02,  1.578570722009092e-01,  1.280490643607546e-01, -2.222793106752576e-01,  1.716131549836583e-01
  9.700000000000001e-01, -2.547101904781700e-01, -3.868443215172057e-02,  1.566131279593384e-01,  1.302418393325404e-01, -2.261992807065306e-01,  1.715778208814610e-01
  9.800000000000001e-01, -2.579230098719804e-01, -3.842783151008655e-02,  1.553764680729585e-01,  1.324233938809993e-01, -2.301245484873231e-01,  1.714772643071576e-01
  9.900000000000001e-01, -2.610386532565562e-01, -3.819731498008716e-02,  1.541539185200186e-01,  1.345877364484594e-01, -2.340523775648830e-01,  1.713039353843465e-01
  1.000000000000000e+00, -2.640592883005485e-01, -3.799743813257028e-02,  1.529522597325669e-01,  1.367285402976657e-01, -2.379795624720633e-01,  1.710508846032636e-01
  1.010000000000000e+00, -2.669892297853011e-01, -3.783261519048886e-02,  1.517783023066684e-01,  1.388389629743732e-01, -2.419023106858944e-01,  1.707118517205155e-01
  1.020000000000000e+00, -2.698348775450964e-01, -3.770690151009393e-02,  1.506389249108833e-01,  1.409116669503649e-01, -2.458161990008750e-01,  1.702809438564725e-01
  1.030000000000000e+00, -2.726045700538113e-01, -3.762376766664821e-02,  1.495410928051637e-01,  1.429388704728232e-01, -2.497161410329930e-01,  1.697523253057528e-01
  1.040000000000000e+00, -2.753083601737815e-01, -3.758587406911995e-02,  1.484918424156505e-01,  1.449124333875857e-01, -2.535963698242114e-01,  1.691199484094687e-01
  1.050000000000000e+00, -2.779577221787434e-01, -3.759485649185401e-02,  1.474982213337312e-01,  1.468239818415050e-01, -2.574504386799278e-01,  1.683773487878211e-01
  1.060000000000000e+00, -2.805652011697572e-01, -3.765113407755627e-02,  1.465671780277917e-01,  1.486650743544899e-01, -2.612712420721423e-01,  1.675175207603990e-01
  1.070000000000000e+00, -2.831440175316547e-01, -3.775375177971019e-02,  1.457054009462140e-01,  1.504274098468931e-01, -2.650510567931435e-01,  1.665328807991099e-01
  1.080000000000000e+00, -2.857076402530513e-01, -3.790026844892669e-02,  1.449191119635294e-01,  1.521030759224286e-01, -2.687816017290950e-01,  1.654153193332386e-01
