---- AnyBody Output File ---------------------------------
Study: Main.MarkerModelStudy
Operation: Main.MarkerModelStudy.KinematicAnalysis
----------------------------------------------------------
Constants (Name = Value): 
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.FileName = "LTHI.txt"
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.Search = 
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.SepSign = "  "
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.LineSepSign = ""
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.Header.TitleSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.Header.ConstSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.Header.VarSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.Header.ColumnNamesOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.Header.LinePrefix = ""
Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.NumberFormat.Digits = 15
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.MarkerModelStudy.t
col1  Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.px
col2  Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.py
col3  Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.pz
----------------------------------------------------------
Main.MarkerModelStudy.t  Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.px  Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.py  Main.MarkerModelStudy.MarkerModel.Markers.LTHI.MarkerPositionFile.pz
 3.387378980891709e+000  -7.985132318915094e-001  -1.527832849045110e-001   5.829413292923771e-001
 3.401019745222919e+000  -7.801399776030041e-001  -1.527486444183735e-001   5.798416733033299e-001
 3.414660509554129e+000  -7.597507911932820e-001  -1.523945734982803e-001   5.779218047861154e-001
 3.428301273885339e+000  -7.376775353110200e-001  -1.516803842102470e-001   5.771815764452958e-001
 3.441942038216549e+000  -7.145617407971741e-001  -1.505944817492122e-001   5.774859554486055e-001
 3.455582802547759e+000  -6.912629449356903e-001  -1.492075768135427e-001   5.786177293625581e-001
 3.469223566878969e+000  -6.686344342412673e-001  -1.476631216627873e-001   5.804058841479659e-001
 3.482864331210179e+000  -6.471588327924461e-001  -1.460500712095178e-001   5.827808475641744e-001
 3.496505095541389e+000  -6.266903888674700e-001  -1.442830652594837e-001   5.856566962112886e-001
 3.510145859872599e+000  -6.067712321617980e-001  -1.422004354190607e-001   5.887710604854712e-001
 3.523786624203809e+000  -5.873617238317279e-001  -1.398382779833761e-001   5.917045177675174e-001
 3.537427388535019e+000  -5.690923546486143e-001  -1.375110097383968e-001   5.940889169419430e-001
 3.551068152866229e+000  -5.527142399175250e-001  -1.355631589026790e-001   5.957743956675070e-001
 3.564708917197438e+000  -5.384828292294264e-001  -1.341122960070134e-001   5.968197073460546e-001
 3.578349681528648e+000  -5.261154242643582e-001  -1.330359353418048e-001   5.973798435861057e-001
 3.591990445859858e+000  -5.151366260282038e-001  -1.321109750792608e-001   5.976171443332879e-001
 3.605631210191068e+000  -5.051221643120017e-001  -1.311310275588023e-001   5.977305256591282e-001
 3.619271974522278e+000  -4.957542338102906e-001  -1.299823739544664e-001   5.979739686923186e-001
 3.632912738853488e+000  -4.868772487521380e-001  -1.287069539720732e-001   5.985018302008500e-001
 3.646553503184698e+000  -4.785265239908548e-001  -1.274878090568723e-001   5.992471368120059e-001
 3.660194267515908e+000  -4.707923639924271e-001  -1.265156157206689e-001   6.000262493621335e-001
 3.673835031847118e+000  -4.636575912560910e-001  -1.258804168295458e-001   6.007228797354968e-001
 3.687475796178328e+000  -4.569910079229854e-001  -1.255840854780198e-001   6.012943525355915e-001
 3.701116560509538e+000  -4.506268117101511e-001  -1.256189609094557e-001   6.016843598804772e-001
 3.714757324840748e+000  -4.443229214645410e-001  -1.259664523463484e-001   6.018876572988465e-001
 3.728398089171958e+000  -4.378060802820548e-001  -1.265372433087001e-001   6.019991228674794e-001
 3.742038853503168e+000  -4.309446664565582e-001  -1.271691242105854e-001   6.020617810254764e-001
 3.755679617834378e+000  -4.237869187585231e-001  -1.277396664471904e-001   6.020151588850510e-001
 3.769320382165588e+000  -4.164317304641925e-001  -1.282066421579833e-001   6.018044287722862e-001
 3.782961146496798e+000  -4.088838656748846e-001  -1.285249270245857e-001   6.014287826225923e-001
 3.796601910828008e+000  -4.010761999807456e-001  -1.286340781741193e-001   6.009078791314974e-001
 3.810242675159218e+000  -3.930063393203535e-001  -1.285289177141580e-001   6.002525449210157e-001
 3.823883439490428e+000  -3.848005561910546e-001  -1.282855996672234e-001   5.995005330818674e-001
 3.837524203821638e+000  -3.766384134388165e-001  -1.280100368144271e-001   5.987450281151955e-001
 3.851164968152848e+000  -3.686413624575691e-001  -1.277842308249466e-001   5.980933114809129e-001
 3.864805732484058e+000  -3.607850205844597e-001  -1.276470691062796e-001   5.975902719693035e-001
 3.878446496815268e+000  -3.528701644082022e-001  -1.275853801964842e-001   5.971840260570757e-001
 3.892087261146478e+000  -3.446550024202478e-001  -1.275648240257107e-001   5.968260423800599e-001
 3.905728025477688e+000  -3.359938188052337e-001  -1.275818270926240e-001   5.965568658449074e-001
 3.919368789808898e+000  -3.267964421756965e-001  -1.276587864074975e-001   5.964377324236979e-001
 3.933009554140108e+000  -3.169220279902471e-001  -1.278022113631913e-001   5.964527032913713e-001
 3.946650318471318e+000  -3.061692094292267e-001  -1.279748743589343e-001   5.964994735668652e-001
 3.960291082802528e+000  -2.943709519083174e-001  -1.281270874006487e-001   5.964685458812769e-001
 3.973931847133738e+000  -2.814841411114817e-001  -1.282456481765890e-001   5.963251678898740e-001
 3.987572611464948e+000  -2.675858551088098e-001  -1.283510075108124e-001   5.961104876837018e-001
 4.001213375796158e+000  -2.527880033277708e-001  -1.284864486912224e-001   5.958898248268576e-001
 4.014854140127368e+000  -2.371442285885072e-001  -1.287405448836979e-001   5.956815134086125e-001
 4.028494904458579e+000  -2.206230539266226e-001  -1.292110977806227e-001   5.954553554689546e-001
 4.042135668789789e+000  -2.031360005486354e-001  -1.299003570939163e-001   5.952136061330331e-001
 4.055776433120999e+000  -1.845524096486424e-001  -1.306573844025921e-001   5.950007686518020e-001
 4.069417197452210e+000  -1.646671510606225e-001  -1.312604212718600e-001   5.947841646631860e-001
 4.083057961783420e+000  -1.432015001324182e-001  -1.316205699442713e-001   5.943413850512261e-001
 4.096698726114631e+000  -1.199693764909986e-001  -1.318279689610186e-001   5.933603671087271e-001
 4.110339490445841e+000  -9.503929323827698e-002  -1.320156092368817e-001   5.916849247721194e-001
 4.123980254777051e+000  -6.871023521200184e-002  -1.323121159768176e-001   5.894135328434330e-001
 4.137621019108262e+000  -4.140560911121889e-002  -1.328476081432830e-001   5.868198734679709e-001
 4.151261783439472e+000  -1.352143820254690e-002  -1.337087782245832e-001   5.842705054686118e-001
 4.164902547770683e+000   1.470881168680028e-002  -1.348890364017235e-001   5.821557992501423e-001
 4.178543312101893e+000   4.322435197709290e-002  -1.362754993937026e-001   5.808139594022861e-001
 4.192184076433104e+000   7.196667033219947e-002  -1.376619182048713e-001   5.805344474321140e-001
 4.205824840764314e+000   1.007046120502498e-001  -1.387979474859202e-001   5.815074230002060e-001
 4.219465605095524e+000   1.291543920036838e-001  -1.395342628183601e-001   5.836828172201262e-001
 4.233106369426735e+000   1.571635980529170e-001  -1.399114770377788e-001   5.867833403975689e-001
 4.246747133757945e+000   1.846571511138337e-001  -1.400637787117957e-001   5.904745749472979e-001
 4.260387898089156e+000   2.115382201734329e-001  -1.401095415194812e-001   5.945109530941946e-001
 4.274028662420366e+000   2.377220202014721e-001  -1.401306928956428e-001   5.987566069622500e-001
 4.287669426751577e+000   2.631956541208536e-001  -1.401872589961196e-001   6.031343464304617e-001
 4.301310191082787e+000   2.880023719554952e-001  -1.403075744980989e-001   6.075650298536981e-001
 4.314950955413997e+000   3.121880236046443e-001  -1.404728576980542e-001   6.119282594614489e-001
 4.328591719745208e+000   3.357352419593445e-001  -1.406413740868037e-001   6.160498061628885e-001
 4.342232484076418e+000   3.585478151458078e-001  -1.407883275245762e-001   6.197258570245569e-001
 4.355873248407629e+000   3.804849440336474e-001  -1.409266477330242e-001   6.227746541256016e-001
 4.369514012738839e+000   4.013900009098110e-001  -1.411031995987302e-001   6.250609455963851e-001
 4.383154777070049e+000   4.211246081268938e-001  -1.413832042101671e-001   6.264626911414662e-001
 4.396795541401260e+000   4.396055714930085e-001  -1.418150572374419e-001   6.268502770377947e-001
 4.410436305732470e+000   4.568065148464425e-001  -1.424127110396102e-001   6.261153013977802e-001
 4.424077070063681e+000   4.727487030617975e-001  -1.431617617813047e-001   6.241711851864544e-001
 4.437717834394891e+000   4.874921226037401e-001  -1.440190631889959e-001   6.209775873608256e-001
 4.451358598726102e+000   5.011250758953836e-001  -1.449492758240693e-001   6.166001451635270e-001
 4.464999363057312e+000   5.138076860753996e-001  -1.459407568880470e-001   6.112482715545041e-001
 4.478640127388522e+000   5.258209467443474e-001  -1.469448412670239e-001   6.052885115057319e-001
 4.492280891719733e+000   5.376086916692229e-001  -1.478657839360118e-001   5.992020393577722e-001
 4.505921656050943e+000   5.498242067870908e-001  -1.486119582570337e-001   5.935084718597402e-001
 4.519562420382154e+000   5.632842454836946e-001  -1.491352525971463e-001   5.886525580131363e-001
 4.533203184713364e+000   5.787668424411645e-001  -1.494015336429871e-001   5.849292615079040e-001
 4.546843949044575e+000   5.967097040002091e-001  -1.493374383191677e-001   5.825067529382237e-001
 4.560484713375785e+000   6.169967324079309e-001  -1.488707630629053e-001   5.814425922398426e-001
 4.574125477706995e+000   6.389731367622944e-001  -1.480321520442631e-001   5.816240540895576e-001
 4.587766242038206e+000   6.616130756896560e-001  -1.469706046078502e-001   5.827527106615009e-001
 4.601407006369416e+000   6.837732706419644e-001  -1.458506955308032e-001   5.844724609251725e-001
 4.615047770700627e+000   7.044883751721981e-001  -1.447309186330008e-001   5.865044416659543e-001
 4.628688535031837e+000   7.233194213578311e-001  -1.435334967689466e-001   5.886860020282110e-001
 4.642329299363047e+000   7.405982445601831e-001  -1.421656161173795e-001   5.909091561682883e-001
 4.655970063694258e+000   7.571953156861982e-001  -1.406336069138683e-001   5.930660299825002e-001
 4.669610828025468e+000   7.737577508394443e-001  -1.389901727270125e-001   5.951002874017246e-001
 4.683251592356679e+000   7.901421619403051e-001  -1.372578666473487e-001   5.970462905850013e-001
 4.696892356687889e+000   8.056836470168545e-001  -1.354671760194602e-001   5.989113118487607e-001
 4.710533121019100e+000   8.198379278156943e-001  -1.336261064107459e-001   6.006332407963719e-001
 4.724173885350310e+000   8.325205376347449e-001  -1.316882556744004e-001   6.021028899939955e-001
 4.737814649681520e+000   8.439587608485006e-001  -1.296325318368980e-001   6.031452259020573e-001
 4.751455414012731e+000   8.543107365243317e-001  -1.275303383773477e-001   6.035982703614192e-001
 4.765096178343941e+000   8.635769539589889e-001  -1.255406362105747e-001   6.034688901399450e-001
 4.778736942675152e+000   8.718741147588334e-001  -1.237870027408093e-001   6.030397682434329e-001
 4.792377707006362e+000   8.797156484728758e-001  -1.223328941978431e-001   6.028025321834106e-001
 4.806018471337572e+000   8.882601060304529e-001  -1.213330915330105e-001   6.035110366353060e-001
 4.819659235668783e+000   8.995002753362161e-001  -1.211129685873401e-001   6.063800971918772e-001
 4.833299999999993e+000   9.154124582175971e-001  -1.219608305680071e-001   6.125495810928688e-001
