---- AnyBody Output File ---------------------------------
Study: Main.MarkerModelStudy
Operation: Main.MarkerModelStudy.KinematicAnalysis
----------------------------------------------------------
Constants (Name = Value): 
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.FileName = "LPSI.txt"
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.Search = 
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.SepSign = "  "
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.LineSepSign = ""
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.Header.TitleSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.Header.ConstSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.Header.VarSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.Header.ColumnNamesOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.Header.LinePrefix = ""
Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.NumberFormat.Digits = 15
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.MarkerModelStudy.t
col1  Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.px
col2  Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.py
col3  Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.pz
----------------------------------------------------------
Main.MarkerModelStudy.t  Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.px  Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.py  Main.MarkerModelStudy.MarkerModel.Markers.LPSI.MarkerPositionFile.pz
 4.069417197452210e+000  -1.705964751136679e-001  -2.896742257854519e-001   9.851844583841241e-001
 4.083057961783420e+000  -1.513841978993000e-001  -2.903429594730045e-001   9.862262156757421e-001
 4.096698726114631e+000  -1.325691541025900e-001  -2.909846108236537e-001   9.875682254336442e-001
 4.110339490445841e+000  -1.142286690173242e-001  -2.918666877040750e-001   9.891392626790695e-001
 4.123980254777051e+000  -9.638733270418552e-002  -2.931256113856682e-001   9.908275889283912e-001
 4.137621019108262e+000  -7.903874921125266e-002  -2.947798945798312e-001   9.924549865551042e-001
 4.151261783439472e+000  -6.216821232327033e-002  -2.967304289964303e-001   9.938882637113162e-001
 4.164902547770683e+000  -4.573559287608520e-002  -2.987549614443567e-001   9.951742578086845e-001
 4.178543312101893e+000  -2.966632507682323e-002  -3.005956169682955e-001   9.965123338945315e-001
 4.192184076433104e+000  -1.387778454133477e-002  -3.020810166062632e-001   9.981015658957403e-001
 4.205824840764314e+000   1.686023046648801e-003  -3.031550128750768e-001   1.000040169087944e+000
 4.219465605095524e+000   1.705639749218304e-002  -3.038267473660150e-001   1.002300869247868e+000
 4.233106369426735e+000   3.227018741517203e-002  -3.041422860966813e-001   1.004767206212554e+000
 4.246747133757945e+000   4.736507374371501e-002  -3.041942627138972e-001   1.007304909958021e+000
 4.260387898089156e+000   6.236229684502331e-002  -3.040993842771803e-001   1.009778824547500e+000
 4.274028662420366e+000   7.728630004154971e-002  -3.039546551280203e-001   1.012057825403045e+000
 4.287669426751577e+000   9.217265279259114e-002  -3.038269633119604e-001   1.014054267513463e+000
 4.301310191082787e+000   1.070408657286016e-001  -3.037540348447257e-001   1.015733344865871e+000
 4.314950955413997e+000   1.218757587276515e-001  -3.037384846092704e-001   1.017083529532294e+000
 4.328591719745208e+000   1.366521741124086e-001  -3.037454979413816e-001   1.018086398807803e+000
 4.342232484076418e+000   1.513711210586148e-001  -3.037018590948740e-001   1.018707155550933e+000
 4.355873248407629e+000   1.660531973622842e-001  -3.035135722266799e-001   1.018904176212123e+000
 4.369514012738839e+000   1.807239879097044e-001  -3.030887565140815e-001   1.018650753561929e+000
 4.383154777070049e+000   1.954228541924460e-001  -3.023709445033804e-001   1.017949455242521e+000
 4.396795541401260e+000   2.101974413774409e-001  -3.013639324078986e-001   1.016827927772968e+000
 4.410436305732470e+000   2.250968676023024e-001  -3.001223228369799e-001   1.015328667966254e+000
 4.424077070063681e+000   2.401638377293075e-001  -2.986996745617043e-001   1.013500943493800e+000
 4.437717834394891e+000   2.554348868236199e-001  -2.971168446630527e-001   1.011382797368907e+000
 4.451358598726102e+000   2.709324112042309e-001  -2.953625790914530e-001   1.009000452811890e+000
 4.464999363057312e+000   2.866669033888530e-001  -2.934078045472609e-001   1.006387464641802e+000
 4.478640127388522e+000   3.026513629276025e-001  -2.912439115199226e-001   1.003588782467423e+000
 4.492280891719733e+000   3.188678792207031e-001  -2.888976428075517e-001   1.000663078716677e+000
 4.505921656050943e+000   3.352477443750140e-001  -2.864344861481622e-001   9.976827608654469e-001
 4.519562420382154e+000   3.517113881661522e-001  -2.839469090583469e-001   9.947399046955919e-001
 4.533203184713364e+000   3.682023386639120e-001  -2.815430511229946e-001   9.919584490934860e-001
 4.546843949044575e+000   3.847195789114378e-001  -2.793243571968168e-001   9.894594070436436e-001
 4.560484713375785e+000   4.013580519129747e-001  -2.773527395455404e-001   9.872972157414691e-001
 4.574125477706995e+000   4.182749581736164e-001  -2.756559963257175e-001   9.854800405657598e-001
 4.587766242038206e+000   4.356125543464186e-001  -2.742288352505217e-001   9.840826759575483e-001
 4.601407006369416e+000   4.534480552984306e-001  -2.730247681839793e-001   9.833129091129939e-001
 4.615047770700627e+000   4.717771021041002e-001  -2.719822221292014e-001   9.834201157237466e-001
 4.628688535031837e+000   4.905249135263561e-001  -2.710560761870159e-001   9.844889099054668e-001
 4.642329299363047e+000   5.095570656502345e-001  -2.702245868362310e-001   9.862985190965132e-001
 4.655970063694258e+000   5.286887287303426e-001  -2.694731457686122e-001   9.884526010323789e-001
 4.669610828025468e+000   5.476970519532011e-001  -2.687278242143418e-001   9.906768871001007e-001
 4.683251592356679e+000   5.663508777842787e-001  -2.678026983329765e-001   9.929538799288571e-001
 4.696892356687889e+000   5.844727150736719e-001  -2.665116045699206e-001   9.953773451293333e-001
 4.710533121019100e+000   6.019613789780332e-001  -2.648813785843073e-001   9.979226948442688e-001
 4.724173885350310e+000   6.187575235653992e-001  -2.631575632522398e-001   1.000387775807546e+000
 4.737814649681520e+000   6.348360252261238e-001  -2.615439864215668e-001   1.002511069529525e+000
 4.751455414012731e+000   6.502153828803066e-001  -2.600098983497515e-001   1.004135371905973e+000
 4.765096178343941e+000   6.649392537797285e-001  -2.584215028838387e-001   1.005295436124017e+000
 4.778736942675152e+000   6.791302047685761e-001  -2.567856047839868e-001   1.006207761932054e+000
 4.792377707006362e+000   6.932282812234627e-001  -2.553241601993369e-001   1.007393074020717e+000
 4.806018471337572e+000   7.082920970916320e-001  -2.543950975504564e-001   1.010015134824950e+000
 4.819659235668783e+000   7.260214432032975e-001  -2.544489397308669e-001   1.016040514612718e+000
 4.833299999999993e+000   7.479497194016064e-001  -2.558733148837702e-001   1.027311151161098e+000
