---- AnyBody Output File ---------------------------------
Study: Main.MarkerModelStudy
Operation: Main.MarkerModelStudy.KinematicAnalysis
----------------------------------------------------------
Constants (Name = Value): 
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.FileName = "LTIB.txt"
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.Search = 
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.SepSign = "  "
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.LineSepSign = ""
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.Header.TitleSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.Header.ConstSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.Header.VarSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.Header.ColumnNamesOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.Header.LinePrefix = ""
Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.NumberFormat.Digits = 15
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.MarkerModelStudy.t
col1  Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.px
col2  Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.py
col3  Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.pz
----------------------------------------------------------
Main.MarkerModelStudy.t  Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.px  Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.py  Main.MarkerModelStudy.MarkerModel.Markers.LTIB.MarkerPositionFile.pz
 3.373738216560499e+000  -6.618350570787478e-001  -1.861178549043526e-001   1.978453900137461e-001
 3.387378980891709e+000  -6.345499915592912e-001  -1.839713845657656e-001   1.985645593758716e-001
 3.401019745222919e+000  -6.107742578664267e-001  -1.826019829586200e-001   1.984688353001965e-001
 3.414660509554129e+000  -5.905576204862372e-001  -1.821117849447249e-001   1.971146556301404e-001
 3.428301273885339e+000  -5.735602313271450e-001  -1.824427301024105e-001   1.945183602271050e-001
 3.441942038216549e+000  -5.589675358698515e-001  -1.833478423904584e-001   1.913001370038492e-001
 3.455582802547759e+000  -5.456329910246079e-001  -1.843815231474746e-001   1.884686287538005e-001
 3.469223566878969e+000  -5.325544369235203e-001  -1.850000739134671e-001   1.868570281789491e-001
 3.482864331210179e+000  -5.195689360315341e-001  -1.848631079124014e-001   1.865506637416060e-001
 3.496505095541389e+000  -5.074444504559719e-001  -1.840688031354484e-001   1.869090366388389e-001
 3.510145859872599e+000  -4.969415999947796e-001  -1.830160245070557e-001   1.872383367982321e-001
 3.523786624203809e+000  -4.881207653838744e-001  -1.821314491013538e-001   1.872553223571455e-001
 3.537427388535019e+000  -4.807571107596736e-001  -1.816446738812824e-001   1.869892262192459e-001
 3.551068152866229e+000  -4.747608268296759e-001  -1.814955608176425e-001   1.865925986110795e-001
 3.564708917197438e+000  -4.699716734092194e-001  -1.815111441870541e-001   1.861883897984211e-001
 3.578349681528648e+000  -4.660962997458009e-001  -1.815801636910027e-001   1.857597323324906e-001
 3.591990445859858e+000  -4.629646681788088e-001  -1.816070481026665e-001   1.852501512814964e-001
 3.605631210191068e+000  -4.605162552365841e-001  -1.814780054764603e-001   1.846867692585944e-001
 3.619271974522278e+000  -4.585617810014604e-001  -1.811403227028375e-001   1.841449028392849e-001
 3.632912738853488e+000  -4.568396866140091e-001  -1.806402049924375e-001   1.837052741106675e-001
 3.646553503184698e+000  -4.552668828666871e-001  -1.800922668179123e-001   1.834141486643019e-001
 3.660194267515908e+000  -4.539291377495939e-001  -1.796376057077243e-001   1.832435117690159e-001
 3.673835031847118e+000  -4.528626663144553e-001  -1.793864803927431e-001   1.831434136157290e-001
 3.687475796178328e+000  -4.519573969491088e-001  -1.793733887105249e-001   1.831018304292120e-001
 3.701116560509538e+000  -4.510163477099354e-001  -1.795559420274304e-001   1.831370960512007e-001
 3.714757324840748e+000  -4.498922743422165e-001  -1.798527552583481e-001   1.832506345607523e-001
 3.728398089171958e+000  -4.485901237833364e-001  -1.801912938083834e-001   1.834103463521991e-001
 3.742038853503168e+000  -4.471927184681815e-001  -1.805327686595562e-001   1.835792725404395e-001
 3.755679617834378e+000  -4.457388941835224e-001  -1.808725366046232e-001   1.837240116611716e-001
 3.769320382165588e+000  -4.442246651328561e-001  -1.812120103541678e-001   1.838326032659491e-001
 3.782961146496798e+000  -4.426786761349175e-001  -1.815352776494264e-001   1.839106692462794e-001
 3.796601910828008e+000  -4.411715141276523e-001  -1.817925055002047e-001   1.839669508108542e-001
 3.810242675159218e+000  -4.397130627922900e-001  -1.819025465376188e-001   1.840316941923559e-001
 3.823883439490428e+000  -4.382142434688944e-001  -1.818138650926375e-001   1.841450453154584e-001
 3.837524203821638e+000  -4.365932629835378e-001  -1.815582263570988e-001   1.843361985322218e-001
 3.851164968152848e+000  -4.348371916436934e-001  -1.812140271287455e-001   1.846277487929472e-001
 3.864805732484058e+000  -4.329859366335467e-001  -1.808452383904147e-001   1.850366441650440e-001
 3.878446496815268e+000  -4.310853406958422e-001  -1.804704465639154e-001   1.855701507865210e-001
 3.892087261146478e+000  -4.291368916448144e-001  -1.800739994143266e-001   1.862191006739931e-001
 3.905728025477688e+000  -4.271128382917539e-001  -1.796655288380173e-001   1.869192041570648e-001
 3.919368789808898e+000  -4.249570542035266e-001  -1.792700747784165e-001   1.876407093212192e-001
 3.933009554140108e+000  -4.225233757575167e-001  -1.788161896932456e-001   1.886377231751744e-001
 3.946650318471318e+000  -4.196354078101451e-001  -1.781826464524287e-001   1.903430288784973e-001
 3.960291082802528e+000  -4.161313872146684e-001  -1.772986277522891e-001   1.928188936726443e-001
 3.973931847133738e+000  -4.118723256306337e-001  -1.761434333182305e-001   1.957395512214123e-001
 3.987572611464948e+000  -4.068247946276413e-001  -1.747564185770729e-001   1.988934272882109e-001
 4.001213375796158e+000  -4.010065910985429e-001  -1.732060990278829e-001   2.022693895779106e-001
 4.014854140127368e+000  -3.943792204611175e-001  -1.715694368601142e-001   2.059128492408356e-001
 4.028494904458579e+000  -3.868009303583641e-001  -1.699467794283166e-001   2.098756914044271e-001
 4.042135668789789e+000  -3.780686168947063e-001  -1.684343315495462e-001   2.142351782753839e-001
 4.055776433120999e+000  -3.679989601863039e-001  -1.670629431610209e-001   2.191131558713158e-001
 4.069417197452210e+000  -3.564383155169247e-001  -1.657617949171611e-001   2.246341409390316e-001
 4.083057961783420e+000  -3.431555731634046e-001  -1.643291310542499e-001   2.308304104667593e-001
 4.096698726114631e+000  -3.278057056541682e-001  -1.624911581386694e-001   2.376080040669827e-001
 4.110339490445841e+000  -3.100439833401347e-001  -1.601689392829192e-001   2.447958700788341e-001
 4.123980254777051e+000  -2.896249750986013e-001  -1.576719984691810e-001   2.521775457986257e-001
 4.137621019108262e+000  -2.664534993996907e-001  -1.555060162382102e-001   2.595306114851934e-001
 4.151261783439472e+000  -2.406457679072591e-001  -1.540127175173171e-001   2.666937818398777e-001
 4.164902547770683e+000  -2.125817665805057e-001  -1.533199607139704e-001   2.735764407871934e-001
 4.178543312101893e+000  -1.828619567429305e-001  -1.534935920781471e-001   2.801330664112209e-001
 4.192184076433104e+000  -1.520759918551081e-001  -1.545498526457531e-001   2.863122894204511e-001
 4.205824840764314e+000  -1.205273317126950e-001  -1.563673691133384e-001   2.919433099254496e-001
 4.219465605095524e+000  -8.817967365156519e-002  -1.586915263428055e-001   2.966911345359765e-001
 4.233106369426735e+000  -5.490340761140763e-002  -1.613521789241152e-001   3.001188586407305e-001
 4.246747133757945e+000  -2.069335795673539e-002  -1.643137709644634e-001   3.018424004987397e-001
 4.260387898089156e+000   1.435953088332827e-002  -1.673966972858785e-001   3.017095289439942e-001
 4.274028662420366e+000   5.015588345765411e-002  -1.703614445178585e-001   2.997757633709810e-001
 4.287669426751577e+000   8.662716257205605e-002  -1.731711918015739e-001   2.961130144938385e-001
 4.301310191082787e+000   1.237486391008891e-001  -1.758739101695156e-001   2.908674599976729e-001
 4.314950955413997e+000   1.614960455638646e-001  -1.784646475578327e-001   2.843330053530907e-001
 4.328591719745208e+000   1.997994334519295e-001  -1.808973595474904e-001   2.768064913427478e-001
 4.342232484076418e+000   2.385845202425329e-001  -1.831186241234754e-001   2.685136950681341e-001
 4.355873248407629e+000   2.778144953086867e-001  -1.851101628843727e-001   2.596791768799598e-001
 4.369514012738839e+000   3.174116781454633e-001  -1.869088078191197e-001   2.505946192601527e-001
 4.383154777070049e+000   3.571686078712477e-001  -1.885591387323075e-001   2.416385527005184e-001
 4.396795541401260e+000   3.969048315171260e-001  -1.900102347559314e-001   2.331310592205367e-001
 4.410436305732470e+000   4.366035385548100e-001  -1.911292127342059e-001   2.252359979434682e-001
 4.424077070063681e+000   4.762439793576447e-001  -1.917684816453541e-001   2.181151776955139e-001
 4.437717834394891e+000   5.156569858816577e-001  -1.917699123015879e-001   2.120301783701271e-001
 4.451358598726102e+000   5.545768770169079e-001  -1.910507952659469e-001   2.072945141356020e-001
 4.464999363057312e+000   5.926452827094183e-001  -1.896681269097072e-001   2.041722404028092e-001
 4.478640127388522e+000   6.293850388211685e-001  -1.877706159555173e-001   2.027532840093842e-001
 4.492280891719733e+000   6.642428974860302e-001  -1.855300051395312e-001   2.028702205005766e-001
 4.505921656050943e+000   6.965714226502598e-001  -1.831573770934304e-001   2.040533688020733e-001
 4.519562420382154e+000   7.255850121240469e-001  -1.809719801299168e-001   2.054983571013921e-001
 4.533203184713364e+000   7.505252111104074e-001  -1.793406554152426e-001   2.062348225669517e-001
 4.546843949044575e+000   7.710601925768795e-001  -1.785061241494459e-001   2.055126865216297e-001
 4.560484713375785e+000   7.875284942138539e-001  -1.785151521998520e-001   2.031394889314832e-001
 4.574125477706995e+000   8.007945125221121e-001  -1.792468819869062e-001   1.995552307153186e-001
 4.587766242038206e+000   8.120534538232452e-001  -1.804480994209175e-001   1.956514916436866e-001
 4.601407006369416e+000   8.227445792165479e-001  -1.816995634484249e-001   1.924743664267842e-001
 4.615047770700627e+000   8.341163695828401e-001  -1.824494433456070e-001   1.907875503642168e-001
 4.628688535031837e+000   8.462474472377699e-001  -1.824131817065578e-001   1.905275868892931e-001
 4.642329299363047e+000   8.578527216627259e-001  -1.818410699292261e-001   1.908852403616997e-001
 4.655970063694258e+000   8.676864993474431e-001  -1.811740745731227e-001   1.911470348208069e-001
 4.669610828025468e+000   8.755558493988562e-001  -1.807084080228901e-001   1.911219191938861e-001
 4.683251592356679e+000   8.817921117306681e-001  -1.805216264258192e-001   1.908649843990818e-001
 4.696892356687889e+000   8.866264224524925e-001  -1.804700417260937e-001   1.904613056412591e-001
 4.710533121019100e+000   8.903773612171545e-001  -1.802835440204024e-001   1.900360742937849e-001
 4.724173885350310e+000   8.935525911208115e-001  -1.798034385952802e-001   1.896725601781257e-001
 4.737814649681520e+000   8.964026761027477e-001  -1.790806059569162e-001   1.893376082446824e-001
 4.751455414012731e+000   8.987673492269869e-001  -1.782392922587149e-001   1.889707264476688e-001
 4.765096178343941e+000   9.004730245229077e-001  -1.773716980210621e-001   1.885549396998917e-001
 4.778736942675152e+000   9.016668342391756e-001  -1.765605508125013e-001   1.881121050009987e-001
 4.792377707006362e+000   9.028989460415545e-001  -1.759232124430823e-001   1.877375914405986e-001
 4.806018471337572e+000   9.052652961238552e-001  -1.756693943678578e-001   1.876788198139502e-001
 4.819659235668783e+000   9.105530091263593e-001  -1.761494424577382e-001   1.883320220181229e-001
 4.833299999999993e+000   9.205002290876317e-001  -1.776943351731450e-001   1.900395964991724e-001
